gyro_x (deg/s),gyro_y (deg/s),gyro_z (deg/s)
4.710517727220788625e-02,2.215787939205466836e-02,1.385168515042751840e-02
-1.947251785695229553e-02,-7.612833411664796102e-02,3.562291234647675664e-02
2.626507053700496627e-02,-1.344344664835671506e-02,-4.949148380956823468e-02
1.027307355936957628e-01,-1.113504126649273417e-02,-7.041462276451704305e-02
4.798979932445433111e-02,7.893475149942823232e-02,-3.855289643044072789e-02
8.738772540646987108e-02,1.915706120041595420e-02,1.790200884023229397e-02
-6.655089220122901127e-03,-1.731452304015717800e-02,8.252841492299793635e-02
-2.611331608454965647e-02,1.706854127499029400e-02,-1.503217657115983250e-02
1.969325359105091652e-03,-4.031737902638606041e-02,-2.898043942057056815e-02
-6.514442526120435561e-02,1.056709279321228594e-02,5.283344868786503390e-02
3.775012202300884884e-02,7.952705220779921272e-03,-1.423127266735855004e-02
2.160912601580063444e-02,8.322777984230974452e-03,3.224286609603430054e-02
-1.054303362728053681e-02,5.057083292716023359e-02,5.051231869981643446e-02
7.488684581208239488e-02,-1.498409808169195133e-02,5.563549544304277616e-02
-3.017497203401258918e-02,-3.697775624764464142e-02,2.675810635295461717e-02
7.018903552021035601e-04,3.304668699216445349e-02,5.862417474009828933e-02
-2.793214201824878104e-02,-1.394989605893719523e-02,1.897512834750341229e-02
8.974881433936958072e-03,-2.866326786638784610e-02,-4.948508644150324126e-02
-1.314664671447385432e-03,-1.992115827161941924e-02,-2.805269765313273683e-02
1.796868037667665591e-02,-1.767774093692785903e-02,2.704307944946910541e-02
-4.087168505157820486e-02,1.491258461960802764e-02,1.503847863846526078e-02
-4.242458069536927945e-02,-1.527582829687299491e-02,3.143531919248216365e-03
-2.789881850935942847e-02,5.317218376830568083e-02,1.566421788980681268e-02
3.184592339176953169e-02,-8.065879953375718406e-03,1.759208422687296922e-02
-1.477701602913747414e-02,1.215628178831126491e-02,4.434132117450798743e-02
1.953545370250154428e-02,9.876626174483421963e-03,6.052500344528031345e-02
-3.841814394081675271e-02,-1.637599070815776853e-02,1.246909263302684902e-02
6.918191978482196580e-02,1.847538989069763202e-02,1.702950161947594868e-02
-2.993696006205106078e-02,-3.005964516945902609e-02,-7.178467744241825987e-02
9.415185093832545427e-03,9.599380821086218873e-02,-7.969266394808229015e-02
-1.803863311869660993e-02,7.136226532371964942e-03,-6.516219943273149351e-02
-5.952360358811341345e-02,-6.911058941511605269e-02,1.934111927280692325e-02
7.053451817196579321e-02,-2.584654490022152834e-02,3.105515119133024290e-02
-1.597619567609027957e-02,-9.619466668416344970e-03,4.139203137540010263e-02
4.314967322478976096e-03,2.069787248282111206e-02,7.445303532377248179e-02
-4.755068065136792282e-02,3.582121250812014823e-02,-1.553781155180943528e-02
4.148211475106842322e-02,-5.074293642251765518e-02,-2.360820583205657658e-02
-7.469109358045660646e-03,2.428953104307109492e-02,-3.620769073497569213e-02
-4.525663838177355208e-02,-1.702390922028953341e-02,3.564876068673875856e-03
5.147075120243123358e-02,1.469236052108357138e-04,-2.512390769089641734e-02
9.094229058601332669e-03,3.799269975588487336e-02,2.750357804250879584e-03
-4.577289036873470607e-02,-1.212544520047042400e-03,-6.715948847428811208e-02
-2.656172100114445253e-02,-8.136211789473840605e-02,3.887446197536205406e-02
-3.657802012372177169e-02,-2.467433789196128713e-02,-3.693867703623448986e-03
-9.052910847864593588e-03,-5.887533904979434622e-03,-7.443605868664365972e-03
8.706929332936610977e-02,7.678560359390219914e-02,-5.184677299130182465e-02
-3.277455663212879011e-02,9.353659209718581972e-04,-1.734293423158016255e-03
1.836981762962869649e-02,-4.103115789614282527e-02,-1.773214928984513834e-03
-6.227613256669267683e-02,1.617808873866108388e-02,-2.061496936502980187e-02
8.439640695956850125e-02,2.060370871017735105e-03,-1.016763641363045700e-02
2.652549337084754433e-02,4.444026310946469320e-03,-3.491689473866284310e-02
3.168712229491645483e-03,5.489303872739103446e-02,-2.893349240032630845e-02
7.166947249304057854e-02,7.681635039446758906e-02,-3.324201575589346303e-03
2.446665401731350914e-02,8.899657031549955410e-02,1.091769390715814116e-02
3.802940851119120808e-02,2.380504625329259855e-02,2.687577503781315644e-02
-4.009884036789213013e-02,-6.507848979387322041e-02,6.391536045775123888e-03
-9.505959325352714845e-03,5.952483764150601903e-02,-9.265129603138229017e-03
1.320028768928867453e-02,8.041138923704195529e-02,8.545416038055383967e-02
-4.035104860391058867e-02,5.827309250107903793e-02,-4.106283072841614146e-02
-2.616829289464129085e-02,7.660216531438016063e-02,-9.659283907650199896e-02
5.607700701336650051e-02,-5.858762934739501771e-02,-2.957720781628715712e-02
2.588377000252802679e-02,1.718947398091777434e-02,1.591642837330845342e-02
-3.893232361513350448e-02,-7.723452808208428055e-02,-8.327561170233185872e-02
-5.785831733983712311e-02,9.744015510479782372e-02,-2.411781648963433680e-02
5.977009439432742072e-03,-3.354992695568172895e-02,1.094707304259947243e-02
2.364868198708247951e-02,-3.514175679844049743e-02,-1.983587069798438494e-03
1.001272787788796970e-02,1.001137913705123228e-02,-1.239106726453212230e-02
2.332135738790478210e-02,-4.001875934525121054e-02,-1.988792667025652064e-02
-5.221914830551435682e-02,-5.627822933667373656e-02,7.514944000089554543e-02
-5.516152993628389498e-03,-7.989960203727039523e-03,6.974855011305151550e-03
1.210551492575991789e-02,4.321118397226755142e-02,-3.620660634267193478e-02
-1.246924920304436427e-02,5.033597105458489929e-02,-4.757033122324468011e-02
-3.962334267750589750e-02,4.103531521307154928e-02,-6.763111185439292516e-02
6.096903441608413771e-02,-2.739168969647926694e-02,3.520659604585182900e-02
-3.108720849753673909e-02,4.581717278797626386e-03,3.284685498790487074e-02
-1.982316437396046925e-03,3.070248805388055280e-02,3.485554574779833881e-02
6.566448701744428962e-03,-5.370248317154174139e-02,2.281293072635571378e-02
-1.933034646945653657e-03,-3.294197962147375758e-02,8.571782905364548101e-04
1.539849563713791177e-02,1.887666914717677294e-02,-4.005813085467901935e-02
-2.566487715040736365e-03,3.927418841775222325e-02,1.946866723336621377e-02
2.113727424238517547e-02,-5.231781751232569139e-02,-6.111445125592440686e-02
-2.333720700700939524e-02,-5.681675563711847260e-02,1.154859611443136841e-03
3.987048484187118158e-02,2.711416712964522316e-02,-2.265843449908837987e-02
-1.380014273828296563e-02,-1.165295158919797854e-02,1.184651698966298836e-02
3.056440318478100687e-02,-2.631476767530477323e-02,-1.312071587291899905e-02
1.003767738993118809e-02,5.348095922729528828e-02,1.225968369749457203e-03
1.392435330134055710e-02,8.996884210340228005e-03,7.219794556522712847e-02
-7.589517796144376605e-02,-5.915110362530991844e-02,-2.172738609767546625e-02
2.534926746250705173e-02,-9.466209831920166171e-03,3.060969461440155026e-02
1.001417032370759477e-02,5.368607577436493999e-02,-2.021330724425122322e-02
8.111379592111533574e-03,4.200322727743015933e-02,-5.255431358400502323e-02
-7.275319787964039213e-03,3.332380667232695548e-02,-5.186043202380858502e-02
1.334173487698074312e-01,-1.021196718564716145e-02,-2.350468513875993148e-02
4.672040676960088207e-02,-2.794858407686330593e-02,-3.590369870462203992e-03
5.352699326193195023e-02,3.603714032002500872e-02,-1.581698760760612971e-02
6.327578101708412027e-03,-1.190580990938722335e-02,1.882907241049669791e-02
1.373762808063155177e-02,-4.318318318639486481e-02,1.237826883404327845e-02
-2.764321152874767845e-02,4.568500537224896851e-02,-5.651174020039115287e-02
-1.109410687959935023e-03,-6.151072070815046151e-03,5.150758585598914918e-03
2.762526497892177097e-03,-4.677526664999050177e-02,5.836972016441555750e-03
-1.652486301007446284e-02,-1.010236372222182155e-01,-2.823233758448776519e-03
1.033503259316083736e-02,1.263989761766964176e-02,-5.595984827659662014e-02
-5.406222821683012020e-03,-1.665220326418731175e-02,-7.357691429175254767e-03
-1.711740858970947979e-02,3.971902639643341143e-02,-1.365273906234765536e-02
-5.876624619766001451e-02,3.841065552066261213e-02,5.424296581486846847e-03
-2.082018047051399645e-02,-4.662583782479040882e-05,7.237869902037338821e-02
-3.430810516671241317e-02,-1.907108975342520357e-02,-6.871698270029920341e-02
-1.927354358656718433e-02,-9.987858259841311814e-02,-9.568799864589074000e-02
-1.987090989802330065e-02,3.166817288781918066e-02,-3.075807752599168596e-02
2.134482923579654121e-02,-4.795162947278636817e-02,2.252495729865902283e-03
-1.242031327483483077e-02,2.006741104016642949e-02,-3.978885846148359079e-02
1.290960873723628888e-02,1.262209513418117643e-02,4.926544919530403271e-02
2.347850576427511042e-03,-2.837309193493262049e-02,8.837107229083548954e-02
2.044610228450603404e-02,-1.788621853231259218e-02,7.804137251054456791e-03
1.233250751491642844e-02,-5.045081388064562994e-02,3.143111663698871378e-02
3.930547219465486269e-02,-2.134099063073296651e-02,-2.413780646438423976e-03
9.713446321828661523e-03,-2.990540656324933155e-02,2.199547926135920171e-03
7.440112322325613536e-02,-4.958709002221027562e-02,-4.862743549900292936e-03
2.096571495398852347e-02,-1.620774817639588847e-02,-2.035827040603637242e-02
-4.103681216347637717e-02,9.081005247414900006e-02,-2.279352622888677904e-02
7.638946760526102442e-02,9.462972002225301590e-03,-3.080013490845753127e-02
7.453265189605520757e-02,9.644959794737519021e-02,1.406099468395888112e-02
3.755875676361054155e-02,4.686973758613468405e-02,2.088405445866671484e-02
-1.357407640747938966e-02,2.265908747504670126e-02,-4.577566345993268337e-02
5.849156560801972021e-02,2.740211720283351401e-02,1.461565713968094975e-02
-1.054436416602631994e-02,3.258093389996184058e-02,-5.825716017005336256e-02
1.039486478137780466e-02,-4.958452098174938316e-02,1.615964026623274707e-02
-1.582664286045231891e-02,4.473578662313563992e-02,-4.625944487431274399e-02
1.996791844292733140e-02,-6.647589550945672519e-03,1.169991874477454424e-02
-2.793324730999511771e-02,-5.660981088095690811e-02,-2.958883185208199124e-02
1.853112600332033205e-02,-9.574972079464769137e-02,-1.082263114372700730e-01
4.280623657059834386e-02,2.100312593439655415e-02,-4.500250454445299531e-02
3.166532778914898233e-02,-3.384012510110432498e-02,6.323486386567275276e-03
-2.646271452463944129e-02,8.250213068135819894e-02,-1.450762189962057254e-02
-3.162054302886493917e-02,2.018221885381576292e-02,-4.892117658116438596e-03
2.715600132413026162e-03,2.905746714574833009e-02,3.512557557613623510e-02
-2.257238835765477958e-02,3.895336216001024643e-02,-3.570138718622564711e-02
3.894893068766322464e-02,5.147068328413458016e-02,-3.018522358548742998e-02
3.076928222363323542e-02,1.364810242642986240e-02,-5.040872660905424546e-02
2.162214219685890809e-02,-2.944822009885293343e-02,2.208831128895083137e-02
6.203384157764672141e-02,1.159067817382879173e-01,-2.443478039539782182e-02
4.100557552166707309e-02,4.682253664946439686e-02,-3.079040875317617595e-02
-8.680114109671298317e-02,-1.856088684196528782e-02,-1.899209242265743544e-02
5.702696227319166422e-02,2.031413391994933704e-02,1.117244060359902889e-02
-6.780206575097422195e-02,-1.731385471012161434e-02,-4.084624935144054447e-03
-3.120145950888222539e-02,9.113684342966122884e-03,-5.471511602179157663e-02
-2.041363246665759898e-02,4.681619170195534113e-02,2.110574994621571346e-02
-4.897394100609613055e-02,2.047942936392414814e-02,1.179371266518314601e-02
1.096835250374428826e-02,-5.573316069077109691e-02,-6.563967665468049134e-03
-2.559161615225453643e-02,1.669827466423690412e-02,-6.230720977662705488e-03
5.037366042216811363e-02,-8.904828435426165312e-02,1.429318581608986401e-02
-2.094041004576770518e-02,2.234897259980457573e-02,-1.883911479331661434e-02
-2.690696573901463565e-02,-4.391518358933410408e-03,-4.694433381230950914e-02
-5.498893679298744348e-03,4.253631206595790554e-02,-4.803437859173876473e-02
7.161493992066992470e-03,2.083168736632580714e-03,-1.486997406580480366e-02
-2.879076344313935554e-02,-1.351902198752140058e-02,1.227360918727653412e-02
4.275985211341882392e-02,3.706638564999248375e-02,2.366547054492561253e-02
-1.833399158707013643e-02,-4.822092687472526867e-03,-6.899604951116425355e-02
1.357281809583662374e-02,4.865643538429267195e-02,-1.777631112743692423e-03
-4.644614774589528317e-02,4.071552802493945411e-02,2.369053583809208399e-02
2.797217872189625837e-02,1.767731370128802076e-02,3.750634490185778339e-03
2.015838005973316985e-02,5.486997175808436267e-02,-3.828145656630606991e-02
2.984441990397620689e-02,4.187737366779130908e-03,6.927594189059584073e-02
-1.893832764142794334e-02,1.011982840888936072e-02,-1.670665262556953259e-02
2.937544496854868625e-02,1.915017291538775868e-02,2.992746200126174608e-02
-2.661570140633563036e-02,-1.888610545845137781e-02,-4.236960862531936184e-02
1.456079986352296941e-02,-5.738268811187401813e-02,-6.707090368944987335e-02
1.922055544304144756e-02,-8.777269488174687176e-03,1.837085616399660934e-02
-3.242361576614290197e-02,1.871628214455116693e-02,6.611842765424917612e-03
7.051926069148072018e-02,3.440559834014229879e-02,7.491182899840135440e-03
1.157058755374467014e-02,-3.945026354353357335e-03,5.529301565189113921e-02
4.536951404443707869e-02,5.836271866467176994e-02,-4.243690390909721222e-02
-2.793039837393235941e-02,3.141511165428860497e-02,-8.350920089225426224e-02
-9.238055942640922141e-03,-2.136763220446153896e-02,-7.363648249393144052e-02
-3.280644971776162239e-02,4.845818813359355909e-02,3.589823212790394652e-02
2.366499805282314996e-03,9.137404239360866209e-03,2.232496459773983602e-02
-3.848553701522163493e-03,-4.290141714268535383e-02,5.204601055688877487e-02
-2.233782355478032555e-02,4.566765319771912135e-02,6.883010839175487949e-02
1.465156510478956078e-02,-7.908244185739184140e-02,6.704320882568889917e-02
-1.965790720112580575e-02,-2.602811733336543240e-02,4.832065897958627565e-02
-6.185694848647726313e-02,3.570921721012135924e-02,2.863364470833792280e-02
-9.266186513755183402e-03,-6.066161465875594822e-02,-2.899021621483551317e-02
1.959099767903548991e-02,-1.928060094802588539e-02,8.289912120755991987e-03
-1.132237383905388209e-02,6.205217473444893383e-02,-1.874711429460542214e-02
4.202472705603742947e-02,1.494802218759637598e-02,-2.897321233078833241e-02
-3.391437447695803270e-02,1.435200358512358663e-03,3.429750666359753647e-02
1.286178911338428134e-02,-1.377264299739247751e-02,2.526676247608272002e-02
1.474954120323237507e-02,2.735899517899166578e-02,1.398275133101357405e-02
1.658488788964333077e-02,-5.298018719478434641e-02,2.337610431872308089e-02
-5.624814564139988399e-02,3.556444374923944246e-02,-2.101103405845644936e-02
2.026537538794631957e-02,-1.632047546172002341e-03,3.247345731114487100e-03
5.620283188672057367e-02,-1.423787201822152362e-02,-6.494737024034201271e-03
1.720613602003322543e-02,2.508362874601674508e-02,-3.121230511903853866e-02
-1.053071782391780051e-02,1.189238808066645364e-01,-6.780746138559837211e-02
8.531163151183199234e-02,-2.751014041224408846e-03,-1.135542484604468716e-01
-3.144338315347849216e-02,2.751283017847288778e-02,-9.678896850307906752e-03
-7.415000316361290700e-02,1.746772618406483221e-02,1.346832033058966739e-02
6.302904425583588655e-02,2.897842811797087317e-02,-5.617294468817308345e-02
-2.506643799843497056e-02,-2.039203514007939880e-02,-3.668394043459421300e-02
-1.119975639558518261e-02,7.718108324027828440e-03,-7.148069582831585137e-05
-6.690150514467249621e-02,3.321002018665951405e-02,-6.546738508394472911e-02
-4.257629421080022514e-02,-2.543272045170964432e-02,1.142695657792923772e-02
-6.426151657521239624e-02,-7.917969778723273760e-03,5.833745686641213929e-02
-2.070564950940056298e-02,1.573721352124106757e-02,1.862870780259099279e-03
6.850065118364058458e-02,1.878321506787175924e-02,7.962457907446847741e-03
-2.560942662386773636e-02,-1.183246458431522034e-02,5.318748139905799671e-02
-2.871335398558826600e-03,-2.451202535899316831e-02,-5.823163039948672792e-02
8.197443326147704767e-02,-1.752105320649815362e-02,3.952775469368875055e-02
-4.481581925520448234e-02,-2.965856193302766897e-02,4.471887808830682029e-03
-5.285562944969507404e-02,-2.092156967026546910e-02,-1.932871645287436921e-02
-3.858908410512188608e-02,6.731032025866186264e-02,6.266866246188760627e-03
4.391740171640629020e-02,-5.270830739741523899e-03,3.528369845607948890e-02
-1.401469143785943677e-03,3.078663966388632458e-03,7.584837843630866383e-02
8.700047243304814826e-02,8.646967836685440960e-04,6.230799127831764678e-02
1.325502753371726392e-02,1.013459466546839070e-02,-1.054328620193509258e-02
1.112465646212997677e-02,-5.524976024836673189e-02,6.673890441937779805e-02
-3.432024504543197251e-03,-8.764359900725599006e-02,1.897497894238415334e-02
5.515171016013926952e-02,-4.576627623482828339e-02,6.644730080757160762e-02
-2.799099917973061832e-02,4.456096014724268695e-02,-4.791985394982561930e-02
-1.905163607328834658e-03,-1.500878703614922510e-02,-5.585872027371080462e-02
2.216790679394282579e-02,-2.327846715191487018e-02,-2.878223765960400207e-02
-1.652542534204049993e-02,2.253313004872113320e-02,-4.242026788471529170e-02
8.226683466446610415e-02,-4.456641891254750631e-02,-1.986261445317631311e-02
4.294998701496599049e-03,-7.107945405353659207e-02,-1.053071815822808309e-02
1.946487029674179997e-02,-2.033052242352055908e-02,4.380257830289636251e-02
-1.350172727036313275e-02,-2.464172888313963250e-02,-7.998920766485758185e-03
1.355524482802062097e-03,1.716115324102741521e-02,3.260110709896679032e-02
3.412830841887588146e-02,-7.418771067534693509e-02,7.897044584312849780e-02
7.031441233266848799e-03,-1.637939008941288049e-02,-4.363144914157695946e-03
-4.579488898807789962e-03,-5.138125245552006143e-02,8.457869817780830704e-03
-1.096938232607907841e-02,4.359099089508455122e-02,2.892256457130389438e-02
2.232672046094546256e-04,-3.608292103576928728e-02,2.657802524504861846e-02
4.929124622741320322e-03,-5.905741665418931530e-02,-1.371745250870261452e-02
5.059816990559361932e-02,-1.125817561010901413e-02,1.428844551603123368e-02
2.310312333579494712e-02,5.828114839521260360e-03,-4.197732668234858966e-02
4.259491005444988876e-02,2.607866043359108972e-04,6.640026150640326863e-02
1.277257042209235804e-02,-2.831592245821050804e-02,-7.275862889643293363e-02
8.811128033431864584e-03,-4.366065936787359020e-02,5.040565285042497741e-03
-4.053110271731707320e-02,-5.893125149307355815e-02,-1.292141055690115489e-02
7.881538326360411351e-03,2.138371344754780995e-02,-2.612793260069052464e-02
2.701464688917212115e-02,-2.099438262239729236e-02,3.151466594103038976e-02
9.626489183088535184e-02,4.524196418308544521e-02,-2.534405215341238235e-02
-2.540870412733550396e-02,3.933902321806367897e-02,2.714545212839461485e-02
6.715280660217259889e-02,3.726416931406005550e-02,-4.233600523469807642e-02
3.336018914270191121e-02,2.389308868941996192e-03,3.205291981789147593e-02
-8.193789660188725843e-02,-1.361404089324933300e-02,4.159387052397187784e-02
-5.333126187471404905e-02,1.859433239125586959e-02,-3.304268296923593834e-02
-3.527011252211881970e-02,3.241955545495903840e-02,6.938157257676033640e-02
-2.053290508181856988e-02,3.876184756184963831e-02,-1.365710962481688764e-03
-6.898196388059797679e-02,-7.779174406590844137e-02,-3.351903289468481650e-02
3.217379037870209124e-02,6.313804883508138122e-02,2.037147283540009096e-02
2.872982294060501610e-02,2.697043724841602028e-02,1.607016217326872123e-02
-2.086809135221466896e-02,-1.457763197713646958e-02,1.536309824953890554e-02
-3.466046494960583341e-02,3.846095711816022861e-02,3.136027207476862946e-03
-2.768613816282224777e-02,5.321768820113081553e-04,1.656298749497644995e-02
1.377495666927526681e-02,1.017906428151889309e-02,-5.506724998322143350e-02
-4.457968095047505630e-02,1.054439401486700727e-02,5.153122979129891312e-02
-2.395946410133598450e-02,-7.606186809467242738e-02,5.347134205174639693e-02
2.123201448181252435e-02,-2.711039491543436319e-02,-3.218777917711103387e-02
-8.924399519767222495e-04,-5.733506712467167921e-02,1.639320711336081718e-02
3.480603033615024822e-02,5.586897368468427688e-02,-3.501274024516721345e-02
-5.995805363919710224e-03,-3.121594191511791253e-02,2.761215318701447721e-02
-5.238314675806335363e-02,1.142497406913516172e-01,-6.527714680900141564e-02
1.599134298597794032e-02,-2.075818768359389416e-02,-4.842992770701548544e-02
-4.959051679939801421e-02,-3.679024959084551544e-02,-4.246513787581873353e-03
4.657463855919149326e-02,4.519995779118353429e-02,1.243962836612092469e-03
-4.411342092511483237e-02,4.808623396766115859e-02,1.375231222206501659e-02
5.139459769701884562e-02,4.930839578643417265e-02,7.789474751882757841e-02
-9.726873295398702490e-03,-1.421905336761758801e-02,1.409358557163309551e-02
1.491527209502589713e-02,2.697194699492965961e-02,5.627925780159182684e-02
-5.673346579504308373e-02,-2.256406450121894655e-02,2.108515850646470405e-03
-2.547595695338810903e-02,3.888934836472145162e-02,7.264986441852165633e-02
4.514183392858515248e-02,2.064741463053679921e-02,-1.594813782774099839e-02
4.942862957047336470e-02,-2.257621776725238921e-02,2.590372270320803749e-02
3.285417763046491468e-02,-2.568240547860594410e-03,8.819437229135228262e-02
5.188623947143545384e-02,-5.232395533730127557e-02,7.086183738572718327e-02
-4.903420091141415249e-02,-1.211868925070569425e-02,-4.156709600709342263e-03
4.186508958046036843e-02,2.213918689207825300e-04,-3.024887826766628832e-02
4.230363053782833921e-02,-4.330414814996101647e-02,-1.096842415201032366e-02
-3.534044259122152282e-02,6.981167433510558976e-03,6.052650949154859961e-02
2.012630162764126110e-02,3.327667338239692629e-02,-5.221340786991645472e-02
1.151592613902354366e-02,5.032320039211507501e-02,-1.405128387365832572e-02
4.609784083736083449e-02,1.421775082971290897e-02,1.997180281812526922e-02
-3.706417010038228627e-02,-2.417349676619970356e-02,2.850973536273413919e-02
1.557071405053541899e-02,-8.766340541052598800e-02,6.158370917361029317e-02
3.793756626498417939e-02,5.189358231716220682e-03,-1.210483268651534224e-03
-1.580959741872912331e-03,2.224740950869355874e-02,-1.154893572136238798e-02
2.133383770353286524e-02,-2.955625153886500683e-03,1.320724346697299025e-03
1.167924590843277301e-02,-2.197576501182842493e-02,-4.612766318612366440e-02
6.630510024553681880e-02,7.047453876045112198e-02,-1.838337800220974511e-02
-3.538771312439498162e-02,3.120451674887440852e-02,-3.395556894284879057e-02
2.144439706101169615e-02,3.235980774441746949e-02,-6.535087363921497638e-02
4.086834000738898132e-02,4.564036098158402027e-02,-1.271432684452678506e-02
-3.046710377268750311e-02,-3.720545828857225318e-02,2.125557415779233406e-02
-1.881392117224918795e-02,5.924652454024438575e-03,2.495221639807953043e-02
-9.446980035240844231e-02,-4.654041851877915859e-02,5.589128324429432776e-02
4.636975601176702988e-02,5.148530197318225421e-02,8.203562130908352568e-02
3.155401873337143615e-02,-8.884871324420132166e-03,1.338500120998017788e-02
-2.919018099965331459e-02,-5.067049463065041726e-02,-1.646895737529596726e-02
4.397587703873785669e-02,-2.681011377069566701e-02,-3.181529648890678297e-02
5.889033601212578101e-03,-8.038344859765746142e-02,-2.028058429796429987e-02
1.263149114218173677e-02,3.899818805652147807e-02,-6.743646371426903485e-02
2.632684062161025004e-02,3.319872437399726955e-02,4.701071575524823354e-02
-3.988408198255942623e-03,-5.784448640930806712e-02,1.768483933646854134e-02
-9.759178545456275930e-03,1.336646299928693528e-02,-5.583282764317438942e-04
-1.266283099677209360e-02,-3.498182764454423749e-02,6.414922204420057950e-02
4.346347796780941630e-02,-1.057096213694763351e-02,5.387740243725100409e-02
4.965589378028233136e-02,-2.456656515597051282e-02,9.969787588943710560e-03
-4.029489756011405549e-02,9.617981689975621182e-03,1.706601836881871045e-02
-3.846695721915483618e-02,4.796999963212822404e-02,6.644651520330618899e-02
-7.489040162691510197e-03,1.563297542090255274e-02,7.227589295302487560e-02
5.278492558624215542e-02,-5.578954984341716328e-02,3.089113754699407410e-02
-6.405109281631822526e-02,2.130728251866843490e-02,3.799224861031907929e-02
-2.580328368430326660e-02,2.984751454344490226e-02,1.663350442496097648e-02
2.541198151464434812e-02,2.400147083977146115e-02,-6.579395069861018741e-02
3.526241741264582973e-03,-6.180612036146124200e-02,-2.380468900444449726e-02
6.700154338777875810e-04,-1.208901123542200154e-02,3.973582003823894135e-03
-9.263820829906127541e-02,-4.321554182954373026e-03,-3.082940444040368436e-03
3.902688944576740687e-03,4.288858860994479265e-03,1.040891486871051846e-02
-3.895037473168391773e-02,6.257274505594342950e-02,5.025226628278078866e-02
5.030711810782241555e-02,3.700683299942111870e-02,4.489528127014125874e-02
4.288621772620912834e-03,4.274149673939169058e-02,-2.170418969787739696e-02
5.626794895341674131e-03,-3.288778947020107313e-02,2.299394752112586537e-02
-1.703212058784205757e-02,2.145371548875359136e-02,-1.522176491997747662e-02
-2.263335477495787701e-02,1.152601247468559506e-02,-5.659123352120191963e-02
1.656279435315596502e-02,3.554188229191390484e-03,-3.935634235971891687e-02
5.115513945100265414e-02,-1.029289452831394676e-02,-2.611608815065961237e-02
-6.663693307947421429e-02,-9.309689369721274588e-02,2.796183087668885868e-03
1.300082526325548604e-01,5.015987312032798434e-02,-2.336703010004837974e-02
-2.630625434263610812e-02,3.216001174909009774e-02,1.622848346330650615e-02
-8.473157435669004256e-02,2.345788659702578369e-02,-2.589299225734903107e-02
5.901394080577452607e-03,-3.226529494930158865e-02,-9.374009949440764711e-02
-3.521333323926958275e-02,1.481641047984038652e-02,5.155533076299825823e-02
-6.191953142218200451e-02,2.424300559555326098e-02,-2.240078765090573396e-02
-7.644428100247513402e-03,-7.488520182081523369e-02,-2.083682368752262995e-03
3.061790977152342025e-02,-5.541102281175456362e-02,-1.671765876720953184e-02
5.531522049989709422e-02,-7.198143081250304998e-02,3.425640632397849994e-02
-7.520917482351087251e-03,7.092621799550519017e-03,6.175756287706937048e-02
-1.030387254762647892e-01,1.449530092199092721e-02,-1.989405945005626522e-02
-1.463908911533365852e-02,-5.088623536509630230e-02,1.900097182735386789e-02
1.851745208027083880e-02,-2.112333093747151627e-02,-1.471483661740170465e-02
